prop_min,prop_ally,avg_rank_M,avg_rank_m,avg_rank_a
0.05,0.0,474.5,974.5,
0.05,0.0,474.5,974.5,
0.05,0.0,474.5,974.5,
0.05,0.05,449.5,974.5,924.5
0.05,0.05,449.5,974.5,924.5
0.05,0.05,449.5,974.5,924.5
0.05,0.1,424.5,974.5,899.5
0.05,0.1,424.5,974.5,899.5
0.05,0.1,424.5,974.5,899.5
0.05,0.15000000000000002,399.5,974.5,874.5
0.05,0.15000000000000002,399.5,974.5,874.5
0.05,0.15000000000000002,399.5,974.5,874.5
0.05,0.2,374.5,974.5,849.5
0.05,0.2,374.5,974.5,849.5
0.05,0.2,374.5,974.5,849.5
0.05,0.25,349.5,974.5,824.5
0.05,0.25,349.5,974.5,824.5
0.05,0.25,349.5,974.5,824.5
0.05,0.30000000000000004,324.5,974.5,799.5
0.05,0.30000000000000004,324.5,974.5,799.5
0.05,0.30000000000000004,324.5,974.5,799.5
0.05,0.35000000000000003,299.5,974.5,774.5
0.05,0.35000000000000003,299.5,974.5,774.5
0.05,0.35000000000000003,299.5,974.5,774.5
0.05,0.4,274.5,971.36,749.8925
0.05,0.4,274.5,973.76,749.5925
0.05,0.4,274.5,974.4,749.5125
0.05,0.45,249.5,825.78,741.0244444444445
0.05,0.45,249.5,808.4,742.9555555555555
0.05,0.45,249.5,833.42,740.1755555555555
0.1,0.0,449.5,949.5,
0.1,0.0,449.5,949.5,
0.1,0.0,449.5,949.5,
0.1,0.044444444444444446,427.5,949.5,877.5
0.1,0.044444444444444446,427.5,949.5,877.5
0.1,0.044444444444444446,427.5,949.5,877.5
0.1,0.08888888888888889,405.5,949.5,855.5
0.1,0.08888888888888889,405.5,949.5,855.5
0.1,0.08888888888888889,405.5,949.5,855.5
0.1,0.13333333333333333,383.0,949.5,833.0
0.1,0.13333333333333333,383.0,949.5,833.0
0.1,0.13333333333333333,383.0,949.5,833.0
0.1,0.17777777777777778,361.0,949.5,811.0
0.1,0.17777777777777778,361.0,949.5,811.0
0.1,0.17777777777777778,361.0,949.5,811.0
0.1,0.22222222222222224,338.5,949.5,788.5
0.1,0.22222222222222224,338.5,949.5,788.5
0.1,0.22222222222222224,338.5,949.5,788.5
0.1,0.26666666666666666,316.5,949.5,766.5
0.1,0.26666666666666666,316.5,949.5,766.5
0.1,0.26666666666666666,316.5,949.5,766.5
0.1,0.3111111111111111,294.0,949.5,744.0
0.1,0.3111111111111111,294.0,949.5,744.0
0.1,0.3111111111111111,294.0,949.5,744.0
0.1,0.35555555555555557,272.0,949.5,722.0
0.1,0.35555555555555557,272.0,949.49,722.0028169014084
0.1,0.35555555555555557,272.0,949.48,722.0056338028169
0.1,0.4,249.5,914.97,708.1325
0.1,0.4,249.5,918.06,707.36
0.1,0.4,249.5,926.9,705.15
0.15000000000000002,0.0,424.5,924.5,
0.15000000000000002,0.0,424.5,924.5,
0.15000000000000002,0.0,424.5,924.5,
0.15000000000000002,0.03888888888888889,406.0603448275862,924.5,818.5263157894736
0.15000000000000002,0.03888888888888889,406.75615763546796,924.5,803.6578947368421
0.15000000000000002,0.03888888888888889,406.25985221674875,924.5,814.2631578947369
0.15000000000000002,0.07777777777777778,386.0025873221216,924.5,810.974025974026
0.15000000000000002,0.07777777777777778,386.03492884864164,924.5,810.6493506493506
0.15000000000000002,0.07777777777777778,386.02328589909445,924.5,810.7662337662338
0.15000000000000002,0.11666666666666667,366.5013623978202,924.5,791.4913793103449
0.15000000000000002,0.11666666666666667,366.5,924.5,791.5
0.15000000000000002,0.11666666666666667,366.5,924.5,791.5
0.15000000000000002,0.15555555555555556,347.0,924.5,772.0
0.15000000000000002,0.15555555555555556,347.0,924.5,772.0
0.15000000000000002,0.15555555555555556,347.0,924.5,772.0
0.15000000000000002,0.19444444444444445,327.5,924.5,752.5
0.15000000000000002,0.19444444444444445,327.5,924.5,752.5
0.15000000000000002,0.19444444444444445,327.5,924.5,752.5
0.15000000000000002,0.23333333333333334,308.0,924.5,733.0
0.15000000000000002,0.23333333333333334,308.0,924.5,733.0
0.15000000000000002,0.23333333333333334,308.0,924.5,733.0
0.15000000000000002,0.27222222222222225,288.5,924.5,713.5
0.15000000000000002,0.27222222222222225,288.5,924.5,713.5
0.15000000000000002,0.27222222222222225,288.5,924.5,713.5
0.15000000000000002,0.3111111111111111,269.0,924.5,694.0
0.15000000000000002,0.3111111111111111,269.0,924.5,694.0
0.15000000000000002,0.3111111111111111,269.0,924.5,694.0
0.15000000000000002,0.35,249.5,921.94,675.5971428571429
0.15000000000000002,0.35,249.5,923.3133333333334,675.0085714285714
0.15000000000000002,0.35,249.5,921.9933333333333,675.5742857142857
0.2,0.0,399.5,899.5,
0.2,0.0,399.5,899.5,
0.2,0.0,399.5,899.5,
0.2,0.03333333333333333,398.73402868318124,899.5,417.3030303030303
0.2,0.03333333333333333,397.08083441981745,899.5,455.72727272727275
0.2,0.03333333333333333,395.8943937418514,899.5,483.3030303030303
0.2,0.06666666666666667,375.05449591280654,899.5,671.3636363636364
0.2,0.06666666666666667,378.9264305177112,899.5,628.3030303030303
0.2,0.06666666666666667,379.4427792915531,899.5,622.560606060606
0.2,0.1,352.3257142857143,899.5,729.72
0.2,0.1,353.0514285714286,899.5,724.64
0.2,0.1,353.7371428571429,899.5,719.84
0.2,0.13333333333333333,333.6911544227886,899.5,729.5338345864661
0.2,0.13333333333333333,334.0389805097451,899.5,727.7894736842105
0.2,0.13333333333333333,333.7886056971514,899.5,729.0451127819549
0.2,0.16666666666666666,316.55835962145113,899.5,716.277108433735
0.2,0.16666666666666666,316.55835962145113,899.5,716.277108433735
0.2,0.16666666666666666,316.5993690851735,899.5,716.1204819277109
0.2,0.2,299.52,899.5,699.44
0.2,0.2,299.50166666666667,899.5,699.495
0.2,0.2,299.50166666666667,899.5,699.495
0.2,0.23333333333333334,283.0,899.5,683.0
0.2,0.23333333333333334,283.0,899.5,683.0
0.2,0.23333333333333334,283.0,899.5,683.0
0.2,0.26666666666666666,266.5,899.5,666.5
0.2,0.26666666666666666,266.5,899.5,666.5
0.2,0.26666666666666666,266.5,899.5,666.5
0.2,0.3,249.5,899.495,649.5033333333333
0.2,0.3,249.5,899.46,649.5266666666666
0.2,0.3,249.5,899.31,649.6266666666667
0.25,0.0,374.5,874.5,
0.25,0.0,374.5,874.5,
0.25,0.0,374.5,874.5,
0.25,0.027777777777777776,387.5795297372061,874.5,24.25925925925926
0.25,0.027777777777777776,386.7551867219917,874.5,46.333333333333336
0.25,0.027777777777777776,387.54080221300137,874.5,25.296296296296298
0.25,0.05555555555555555,397.44172661870505,874.5,84.6
0.25,0.05555555555555555,396.8532374100719,874.5,92.03636363636363
0.25,0.05555555555555555,395.9913669064748,874.5,102.92727272727272
0.25,0.08333333333333333,391.6806596701649,874.5,236.43373493975903
0.25,0.08333333333333333,395.77961019490255,874.5,203.49397590361446
0.25,0.08333333333333333,395.8920539730135,874.5,202.59036144578315
0.25,0.1111111111111111,372.01564945226914,874.5,388.8018018018018
0.25,0.1111111111111111,375.7527386541471,874.5,367.2882882882883
0.25,0.1111111111111111,369.8935837245696,874.5,401.01801801801804
0.25,0.1388888888888889,339.0996732026144,874.5,531.4927536231884
0.25,0.1388888888888889,340.7173202614379,874.5,524.3188405797101
0.25,0.1388888888888889,337.2401960784314,874.5,539.7391304347826
0.25,0.16666666666666666,304.12157534246575,874.5,622.0963855421687
0.25,0.16666666666666666,306.708904109589,874.5,612.9939759036145
0.25,0.16666666666666666,301.8681506849315,874.5,630.0240963855422
0.25,0.19444444444444442,279.48920863309354,874.5,646.7989690721649
0.25,0.19444444444444442,281.03057553956836,874.5,642.3814432989691
0.25,0.19444444444444442,280.64028776978415,874.5,643.5
0.25,0.2222222222222222,264.094696969697,874.5,637.0855855855856
0.25,0.2222222222222222,264.8276515151515,874.5,635.3423423423424
0.25,0.2222222222222222,264.16477272727275,874.5,636.918918918919
0.25,0.25,249.556,874.5,624.388
0.25,0.25,249.674,874.5,624.152
0.25,0.25,249.61,874.5,624.28
0.3,0.0,349.5,849.5,
0.3,0.0,349.5,849.5,
0.3,0.0,349.5,849.5,
0.3,0.022222222222222223,360.5,849.5,10.5
0.3,0.022222222222222223,360.5,849.5,10.5
0.3,0.022222222222222223,360.5,849.5,10.5
0.3,0.044444444444444446,371.4984756097561,849.5,21.522727272727273
0.3,0.044444444444444446,371.4969512195122,849.5,21.545454545454547
0.3,0.044444444444444446,371.2682926829268,849.5,24.954545454545453
0.3,0.06666666666666667,382.1545741324921,849.5,35.81818181818182
0.3,0.06666666666666667,382.4321766561514,849.5,33.15151515151515
0.3,0.06666666666666667,382.3675078864353,849.5,33.77272727272727
0.3,0.08888888888888889,392.9591503267974,849.5,47.26136363636363
0.3,0.08888888888888889,392.8692810457516,849.5,47.88636363636363
0.3,0.08888888888888889,391.9787581699346,849.5,54.07954545454545
0.3,0.11111111111111112,400.1341256366723,849.5,80.81981981981981
0.3,0.11111111111111112,401.6485568760611,849.5,72.78378378378379
0.3,0.11111111111111112,400.96774193548384,849.5,76.3963963963964
0.3,0.13333333333333333,399.13227513227514,849.5,137.90977443609023
0.3,0.13333333333333333,401.95238095238096,849.5,125.88721804511279
0.3,0.13333333333333333,394.3509700176367,849.5,158.29323308270676
0.3,0.15555555555555556,378.9211009174312,849.5,246.05161290322582
0.3,0.15555555555555556,397.1467889908257,849.5,181.96774193548387
0.3,0.15555555555555556,389.33577981651376,849.5,209.43225806451613
0.3,0.17777777777777778,352.321223709369,849.5,341.1638418079096
0.3,0.17777777777777778,363.774378585086,849.5,307.3220338983051
0.3,0.17777777777777778,360.74378585086043,849.5,316.2768361581921
0.3,0.2,309.494,849.5,449.515
0.3,0.2,323.998,849.5,413.255
0.3,0.2,319.368,849.5,424.83
0.35000000000000003,0.0,324.5,824.5,
0.35000000000000003,0.0,324.5,824.5,
0.35000000000000003,0.0,324.5,824.5,
0.35000000000000003,0.016666666666666663,332.5,824.5,7.5
0.35000000000000003,0.016666666666666663,332.5,824.5,7.5
0.35000000000000003,0.016666666666666663,332.5,824.5,7.5
0.35000000000000003,0.033333333333333326,341.0,824.5,16.0
0.35000000000000003,0.033333333333333326,341.0,824.5,16.0
0.35000000000000003,0.033333333333333326,341.0,824.5,16.0
0.35000000000000003,0.04999999999999999,349.0,824.5,24.0
0.35000000000000003,0.04999999999999999,349.0,824.5,24.0
0.35000000000000003,0.04999999999999999,349.0,824.5,24.0
0.35000000000000003,0.06666666666666665,357.5,824.5,32.5
0.35000000000000003,0.06666666666666665,357.5,824.5,32.5
0.35000000000000003,0.06666666666666665,357.5,824.5,32.5
0.35000000000000003,0.08333333333333331,365.99647266313934,824.5,41.024096385542165
0.35000000000000003,0.08333333333333331,366.0,824.5,41.0
0.35000000000000003,0.08333333333333331,365.99647266313934,824.5,41.024096385542165
0.35000000000000003,0.09999999999999998,373.9600725952813,824.5,49.22222222222222
0.35000000000000003,0.09999999999999998,373.9709618874773,824.5,49.16161616161616
0.35000000000000003,0.09999999999999998,373.9274047186933,824.5,49.4040404040404
0.35000000000000003,0.11666666666666664,382.3689138576779,824.5,58.10344827586207
0.35000000000000003,0.11666666666666664,382.46816479400746,824.5,57.64655172413793
0.35000000000000003,0.11666666666666664,382.40449438202245,824.5,57.939655172413794
0.35000000000000003,0.1333333333333333,390.49129593810443,824.5,67.97744360902256
0.35000000000000003,0.1333333333333333,390.81431334622823,824.5,66.7218045112782
0.35000000000000003,0.1333333333333333,390.73114119922633,824.5,67.04511278195488
0.35000000000000003,0.14999999999999997,397.92814371257487,824.5,77.60402684563758
0.35000000000000003,0.14999999999999997,398.5349301397206,824.5,75.56375838926175
0.35000000000000003,0.14999999999999997,398.10379241516966,824.5,77.01342281879195
0.4,0.0,299.5,799.5,
0.4,0.0,299.5,799.5,
0.4,0.0,299.5,799.5,
0.4,0.011111111111111108,305.0,799.5,5.0
0.4,0.011111111111111108,305.0,799.5,5.0
0.4,0.011111111111111108,305.0,799.5,5.0
0.4,0.022222222222222216,310.5,799.5,10.5
0.4,0.022222222222222216,310.5,799.5,10.5
0.4,0.022222222222222216,310.5,799.5,10.5
0.4,0.033333333333333326,316.0,799.5,16.0
0.4,0.033333333333333326,316.0,799.5,16.0
0.4,0.033333333333333326,316.0,799.5,16.0
0.4,0.04444444444444443,321.5,799.5,21.5
0.4,0.04444444444444443,321.5,799.5,21.5
0.4,0.04444444444444443,321.5,799.5,21.5
0.4,0.05555555555555554,327.0,799.5,27.0
0.4,0.05555555555555554,327.0,799.5,27.0
0.4,0.05555555555555554,327.0,799.5,27.0
0.4,0.06666666666666665,332.5,799.5,32.5
0.4,0.06666666666666665,332.5,799.5,32.5
0.4,0.06666666666666665,332.5,799.5,32.5
0.4,0.07777777777777775,338.0,799.5,38.0
0.4,0.07777777777777775,338.0076481835564,799.49,38.0
0.4,0.07777777777777775,338.0133843212237,799.4825,38.0
0.4,0.08888888888888886,343.529296875,799.4625,43.5
0.4,0.08888888888888886,343.52734375,799.465,43.5
0.4,0.08888888888888886,343.552734375,799.4325,43.5
0.4,0.09999999999999998,349.0479041916168,799.44,49.0
0.4,0.09999999999999998,349.2914171656687,799.135,49.0
0.4,0.09999999999999998,349.18363273453093,799.27,49.0
0.45,0.0,275.2672727272727,773.5622222222222,
0.45,0.0,274.84727272727275,774.0755555555555,
0.45,0.0,274.76181818181817,774.18,
0.45,0.005555555555555554,277.3761467889908,774.0444444444445,2.0
0.45,0.005555555555555554,277.2605504587156,774.1844444444445,2.0
0.45,0.005555555555555554,277.29357798165137,774.1444444444444,2.0
0.45,0.011111111111111108,280.8033395176252,773.5377777777778,5.0
0.45,0.011111111111111108,280.5788497217069,773.8066666666666,5.0
0.45,0.011111111111111108,281.1187384044527,773.16,5.0
0.45,0.016666666666666663,283.97940074906364,772.7444444444444,7.5
0.45,0.016666666666666663,283.79213483146066,772.9666666666667,7.5
0.45,0.016666666666666663,285.0561797752809,771.4666666666667,7.5
0.45,0.022222222222222216,287.76325757575756,771.8444444444444,10.5
0.45,0.022222222222222216,287.78409090909093,771.82,10.5
0.45,0.022222222222222216,287.875,771.7133333333334,10.5
0.45,0.02777777777777777,291.7533460803059,770.1377777777777,13.0
0.45,0.02777777777777777,292.68068833652006,769.06,13.0
0.45,0.02777777777777777,291.8336520076482,770.0444444444445,13.0
0.45,0.033333333333333326,297.61895551257254,766.8955555555556,16.0
0.45,0.033333333333333326,297.00773694390716,767.5977777777778,16.0
0.45,0.033333333333333326,296.11992263056095,768.6177777777777,16.0
0.45,0.038888888888888876,302.240234375,764.5555555555555,18.5
0.45,0.038888888888888876,303.314453125,763.3333333333334,18.5
0.45,0.038888888888888876,304.16796875,762.3622222222223,18.5
0.45,0.04444444444444443,311.5,757.6333333333333,21.5
0.45,0.04444444444444443,310.598814229249,758.6466666666666,21.5
0.45,0.04444444444444443,312.1877470355731,756.86,21.5
0.45,0.04999999999999999,319.1516966067864,752.0644444444445,24.0
0.45,0.04999999999999999,317.6926147704591,753.6888888888889,24.0
0.45,0.04999999999999999,321.4211576846307,749.5377777777778,24.0
0.5,0.0,497.55,501.45,
0.5,0.0,499.154,499.846,
0.5,0.0,502.866,496.134,
0.5,0.0,497.55,501.45,
0.5,0.0,499.154,499.846,
0.5,0.0,502.866,496.134,
0.5,0.0,497.55,501.45,
0.5,0.0,499.154,499.846,
0.5,0.0,502.866,496.134,
0.5,0.0,497.55,501.45,
0.5,0.0,499.154,499.846,
0.5,0.0,502.866,496.134,
0.5,0.0,497.55,501.45,
0.5,0.0,499.154,499.846,
0.5,0.0,502.866,496.134,
0.5,0.0,497.55,501.45,
0.5,0.0,499.154,499.846,
0.5,0.0,502.866,496.134,
0.5,0.0,497.55,501.45,
0.5,0.0,499.154,499.846,
0.5,0.0,502.866,496.134,
0.5,0.0,497.55,501.45,
0.5,0.0,499.154,499.846,
0.5,0.0,502.866,496.134,
0.5,0.0,497.55,501.45,
0.5,0.0,499.154,499.846,
0.5,0.0,502.866,496.134,
0.5,0.0,497.55,501.45,
0.5,0.0,499.154,499.846,
0.5,0.0,502.866,496.134,
