prop_covert,prop_covert_top_k,prop_overt_top_k,prop_covert_rescaled,prop_all_minorities_top_k
0.0,0.0,0.06,0.0,0.06
0.0,0.0,0.14,0.0,0.14
0.0,0.0,0.08,0.0,0.08
0.0,0.0,0.14,0.0,0.14
0.0,0.0,0.06,0.0,0.06
0.0,0.0,0.02,0.0,0.02
0.0,0.0,0.16,0.0,0.16
0.0,0.0,0.16,0.0,0.16
0.0,0.0,0.1,0.0,0.1
0.0,0.0,0.08,0.0,0.08
0.0,0.0,0.06,0.0,0.06
0.0,0.0,0.08,0.0,0.08
0.0,0.0,0.08,0.0,0.08
0.0,0.0,0.1,0.0,0.1
0.0,0.0,0.12,0.0,0.12
0.0,0.0,0.06,0.0,0.06
0.0,0.0,0.06,0.0,0.06
0.0,0.0,0.06,0.0,0.06
0.0,0.0,0.12,0.0,0.12
0.0,0.0,0.04,0.0,0.04
0.010526315789473684,0.04,0.2,0.05263157894736842,0.24000000000000002
0.010526315789473684,0.02,0.14,0.05263157894736842,0.16
0.010526315789473684,0.0,0.12,0.05263157894736842,0.12
0.010526315789473684,0.0,0.14,0.05263157894736842,0.14
0.010526315789473684,0.02,0.1,0.05263157894736842,0.12000000000000001
0.010526315789473684,0.02,0.04,0.05263157894736842,0.06
0.010526315789473684,0.0,0.1,0.05263157894736842,0.1
0.010526315789473684,0.02,0.08,0.05263157894736842,0.1
0.010526315789473684,0.0,0.08,0.05263157894736842,0.08
0.010526315789473684,0.0,0.12,0.05263157894736842,0.12
0.010526315789473684,0.02,0.06,0.05263157894736842,0.08
0.010526315789473684,0.02,0.14,0.05263157894736842,0.16
0.010526315789473684,0.0,0.04,0.05263157894736842,0.04
0.010526315789473684,0.06,0.18,0.05263157894736842,0.24
0.010526315789473684,0.04,0.08,0.05263157894736842,0.12
0.010526315789473684,0.0,0.14,0.05263157894736842,0.14
0.010526315789473684,0.02,0.08,0.05263157894736842,0.1
0.010526315789473684,0.02,0.04,0.05263157894736842,0.06
0.010526315789473684,0.0,0.1,0.05263157894736842,0.1
0.010526315789473684,0.0,0.02,0.05263157894736842,0.02
0.021052631578947368,0.08,0.16,0.10526315789473684,0.24
0.021052631578947368,0.04,0.2,0.10526315789473684,0.24000000000000002
0.021052631578947368,0.04,0.1,0.10526315789473684,0.14
0.021052631578947368,0.04,0.1,0.10526315789473684,0.14
0.021052631578947368,0.04,0.16,0.10526315789473684,0.2
0.021052631578947368,0.02,0.04,0.10526315789473684,0.06
0.021052631578947368,0.04,0.04,0.10526315789473684,0.08
0.021052631578947368,0.04,0.1,0.10526315789473684,0.14
0.021052631578947368,0.0,0.08,0.10526315789473684,0.08
0.021052631578947368,0.04,0.18,0.10526315789473684,0.22
0.021052631578947368,0.06,0.04,0.10526315789473684,0.1
0.021052631578947368,0.02,0.12,0.10526315789473684,0.13999999999999999
0.021052631578947368,0.0,0.06,0.10526315789473684,0.06
0.021052631578947368,0.1,0.12,0.10526315789473684,0.22
0.021052631578947368,0.02,0.08,0.10526315789473684,0.1
0.021052631578947368,0.02,0.16,0.10526315789473684,0.18
0.021052631578947368,0.02,0.08,0.10526315789473684,0.1
0.021052631578947368,0.02,0.04,0.10526315789473684,0.06
0.021052631578947368,0.02,0.1,0.10526315789473684,0.12000000000000001
0.021052631578947368,0.0,0.02,0.10526315789473684,0.02
0.031578947368421054,0.06,0.1,0.15789473684210525,0.16
0.031578947368421054,0.06,0.14,0.15789473684210525,0.2
0.031578947368421054,0.02,0.2,0.15789473684210525,0.22
0.031578947368421054,0.04,0.12,0.15789473684210525,0.16
0.031578947368421054,0.08,0.14,0.15789473684210525,0.22000000000000003
0.031578947368421054,0.02,0.04,0.15789473684210525,0.06
0.031578947368421054,0.04,0.06,0.15789473684210525,0.1
0.031578947368421054,0.06,0.14,0.15789473684210525,0.2
0.031578947368421054,0.0,0.12,0.15789473684210525,0.12
0.031578947368421054,0.08,0.12,0.15789473684210525,0.2
0.031578947368421054,0.08,0.08,0.15789473684210525,0.16
0.031578947368421054,0.0,0.1,0.15789473684210525,0.1
0.031578947368421054,0.02,0.04,0.15789473684210525,0.06
0.031578947368421054,0.12,0.1,0.15789473684210525,0.22
0.031578947368421054,0.04,0.14,0.15789473684210525,0.18000000000000002
0.031578947368421054,0.02,0.02,0.15789473684210525,0.04
0.031578947368421054,0.04,0.12,0.15789473684210525,0.16
0.031578947368421054,0.02,0.06,0.15789473684210525,0.08
0.031578947368421054,0.02,0.08,0.15789473684210525,0.1
0.031578947368421054,0.02,0.04,0.15789473684210525,0.06
0.042105263157894736,0.06,0.08,0.21052631578947367,0.14
0.042105263157894736,0.06,0.1,0.21052631578947367,0.16
0.042105263157894736,0.04,0.12,0.21052631578947367,0.16
0.042105263157894736,0.1,0.04,0.21052631578947367,0.14
0.042105263157894736,0.1,0.2,0.21052631578947367,0.30000000000000004
0.042105263157894736,0.0,0.02,0.21052631578947367,0.02
0.042105263157894736,0.08,0.12,0.21052631578947367,0.2
0.042105263157894736,0.08,0.14,0.21052631578947367,0.22000000000000003
0.042105263157894736,0.02,0.1,0.21052631578947367,0.12000000000000001
0.042105263157894736,0.06,0.14,0.21052631578947367,0.2
0.042105263157894736,0.06,0.02,0.21052631578947367,0.08
0.042105263157894736,0.08,0.14,0.21052631578947367,0.22000000000000003
0.042105263157894736,0.04,0.06,0.21052631578947367,0.1
0.042105263157894736,0.14,0.16,0.21052631578947367,0.30000000000000004
0.042105263157894736,0.0,0.04,0.21052631578947367,0.04
0.042105263157894736,0.08,0.1,0.21052631578947367,0.18
0.042105263157894736,0.06,0.06,0.21052631578947367,0.12
0.042105263157894736,0.02,0.06,0.21052631578947367,0.08
0.042105263157894736,0.02,0.1,0.21052631578947367,0.12000000000000001
0.042105263157894736,0.06,0.02,0.21052631578947367,0.08
0.05263157894736842,0.1,0.1,0.2631578947368421,0.2
0.05263157894736842,0.06,0.12,0.2631578947368421,0.18
0.05263157894736842,0.1,0.04,0.2631578947368421,0.14
0.05263157894736842,0.12,0.06,0.2631578947368421,0.18
0.05263157894736842,0.08,0.16,0.2631578947368421,0.24
0.05263157894736842,0.02,0.02,0.2631578947368421,0.04
0.05263157894736842,0.08,0.08,0.2631578947368421,0.16
0.05263157894736842,0.08,0.1,0.2631578947368421,0.18
0.05263157894736842,0.06,0.1,0.2631578947368421,0.16
0.05263157894736842,0.08,0.1,0.2631578947368421,0.18
0.05263157894736842,0.08,0.1,0.2631578947368421,0.18
0.05263157894736842,0.06,0.18,0.2631578947368421,0.24
0.05263157894736842,0.08,0.06,0.2631578947368421,0.14
0.05263157894736842,0.08,0.1,0.2631578947368421,0.18
0.05263157894736842,0.04,0.1,0.2631578947368421,0.14
0.05263157894736842,0.08,0.12,0.2631578947368421,0.2
0.05263157894736842,0.02,0.1,0.2631578947368421,0.12000000000000001
0.05263157894736842,0.04,0.02,0.2631578947368421,0.06
0.05263157894736842,0.04,0.04,0.2631578947368421,0.08
0.05263157894736842,0.04,0.02,0.2631578947368421,0.06
0.06315789473684211,0.06,0.12,0.3157894736842105,0.18
0.06315789473684211,0.06,0.18,0.3157894736842105,0.24
0.06315789473684211,0.1,0.04,0.3157894736842105,0.14
0.06315789473684211,0.2,0.06,0.3157894736842105,0.26
0.06315789473684211,0.12,0.08,0.3157894736842105,0.2
0.06315789473684211,0.06,0.12,0.3157894736842105,0.18
0.06315789473684211,0.1,0.06,0.3157894736842105,0.16
0.06315789473684211,0.08,0.14,0.3157894736842105,0.22000000000000003
0.06315789473684211,0.06,0.1,0.3157894736842105,0.16
0.06315789473684211,0.06,0.06,0.3157894736842105,0.12
0.06315789473684211,0.08,0.04,0.3157894736842105,0.12
0.06315789473684211,0.02,0.16,0.3157894736842105,0.18
0.06315789473684211,0.02,0.08,0.3157894736842105,0.1
0.06315789473684211,0.1,0.12,0.3157894736842105,0.22
0.06315789473684211,0.04,0.06,0.3157894736842105,0.1
0.06315789473684211,0.14,0.1,0.3157894736842105,0.24000000000000002
0.06315789473684211,0.04,0.04,0.3157894736842105,0.08
0.06315789473684211,0.06,0.0,0.3157894736842105,0.06
0.06315789473684211,0.02,0.08,0.3157894736842105,0.1
0.06315789473684211,0.1,0.1,0.3157894736842105,0.2
0.07368421052631578,0.1,0.12,0.36842105263157887,0.22
0.07368421052631578,0.04,0.2,0.36842105263157887,0.24000000000000002
0.07368421052631578,0.06,0.08,0.36842105263157887,0.14
0.07368421052631578,0.12,0.08,0.36842105263157887,0.2
0.07368421052631578,0.08,0.06,0.36842105263157887,0.14
0.07368421052631578,0.04,0.06,0.36842105263157887,0.1
0.07368421052631578,0.08,0.06,0.36842105263157887,0.14
0.07368421052631578,0.1,0.1,0.36842105263157887,0.2
0.07368421052631578,0.08,0.06,0.36842105263157887,0.14
0.07368421052631578,0.1,0.08,0.36842105263157887,0.18
0.07368421052631578,0.1,0.04,0.36842105263157887,0.14
0.07368421052631578,0.04,0.12,0.36842105263157887,0.16
0.07368421052631578,0.02,0.04,0.36842105263157887,0.06
0.07368421052631578,0.14,0.06,0.36842105263157887,0.2
0.07368421052631578,0.08,0.12,0.36842105263157887,0.2
0.07368421052631578,0.1,0.14,0.36842105263157887,0.24000000000000002
0.07368421052631578,0.02,0.08,0.36842105263157887,0.1
0.07368421052631578,0.02,0.02,0.36842105263157887,0.04
0.07368421052631578,0.04,0.06,0.36842105263157887,0.1
0.07368421052631578,0.06,0.08,0.36842105263157887,0.14
0.08421052631578947,0.16,0.08,0.42105263157894735,0.24
0.08421052631578947,0.1,0.16,0.42105263157894735,0.26
0.08421052631578947,0.06,0.06,0.42105263157894735,0.12
0.08421052631578947,0.12,0.06,0.42105263157894735,0.18
0.08421052631578947,0.04,0.08,0.42105263157894735,0.12
0.08421052631578947,0.04,0.06,0.42105263157894735,0.1
0.08421052631578947,0.12,0.06,0.42105263157894735,0.18
0.08421052631578947,0.12,0.02,0.42105263157894735,0.13999999999999999
0.08421052631578947,0.1,0.12,0.42105263157894735,0.22
0.08421052631578947,0.1,0.08,0.42105263157894735,0.18
0.08421052631578947,0.16,0.0,0.42105263157894735,0.16
0.08421052631578947,0.1,0.14,0.42105263157894735,0.24000000000000002
0.08421052631578947,0.04,0.02,0.42105263157894735,0.06
0.08421052631578947,0.14,0.14,0.42105263157894735,0.28
0.08421052631578947,0.1,0.1,0.42105263157894735,0.2
0.08421052631578947,0.1,0.08,0.42105263157894735,0.18
0.08421052631578947,0.14,0.1,0.42105263157894735,0.24000000000000002
0.08421052631578947,0.08,0.04,0.42105263157894735,0.12
0.08421052631578947,0.08,0.02,0.42105263157894735,0.1
0.08421052631578947,0.12,0.08,0.42105263157894735,0.2
0.09473684210526316,0.14,0.08,0.47368421052631576,0.22000000000000003
0.09473684210526316,0.06,0.12,0.47368421052631576,0.18
0.09473684210526316,0.04,0.08,0.47368421052631576,0.12
0.09473684210526316,0.16,0.06,0.47368421052631576,0.22
0.09473684210526316,0.16,0.12,0.47368421052631576,0.28
0.09473684210526316,0.06,0.06,0.47368421052631576,0.12
0.09473684210526316,0.12,0.08,0.47368421052631576,0.2
0.09473684210526316,0.14,0.04,0.47368421052631576,0.18000000000000002
0.09473684210526316,0.02,0.16,0.47368421052631576,0.18
0.09473684210526316,0.18,0.06,0.47368421052631576,0.24
0.09473684210526316,0.12,0.0,0.47368421052631576,0.12
0.09473684210526316,0.06,0.16,0.47368421052631576,0.22
0.09473684210526316,0.02,0.08,0.47368421052631576,0.1
0.09473684210526316,0.14,0.06,0.47368421052631576,0.2
0.09473684210526316,0.12,0.06,0.47368421052631576,0.18
0.09473684210526316,0.12,0.08,0.47368421052631576,0.2
0.09473684210526316,0.08,0.06,0.47368421052631576,0.14
0.09473684210526316,0.08,0.02,0.47368421052631576,0.1
0.09473684210526316,0.08,0.02,0.47368421052631576,0.1
0.09473684210526316,0.1,0.08,0.47368421052631576,0.18
0.10526315789473684,0.14,0.04,0.5263157894736842,0.18000000000000002
0.10526315789473684,0.08,0.12,0.5263157894736842,0.2
0.10526315789473684,0.1,0.1,0.5263157894736842,0.2
0.10526315789473684,0.12,0.02,0.5263157894736842,0.13999999999999999
0.10526315789473684,0.2,0.06,0.5263157894736842,0.26
0.10526315789473684,0.12,0.06,0.5263157894736842,0.18
0.10526315789473684,0.1,0.1,0.5263157894736842,0.2
0.10526315789473684,0.14,0.06,0.5263157894736842,0.2
0.10526315789473684,0.08,0.16,0.5263157894736842,0.24
0.10526315789473684,0.1,0.04,0.5263157894736842,0.14
0.10526315789473684,0.08,0.04,0.5263157894736842,0.12
0.10526315789473684,0.04,0.12,0.5263157894736842,0.16
0.10526315789473684,0.08,0.1,0.5263157894736842,0.18
0.10526315789473684,0.1,0.12,0.5263157894736842,0.22
0.10526315789473684,0.1,0.1,0.5263157894736842,0.2
0.10526315789473684,0.18,0.1,0.5263157894736842,0.28
0.10526315789473684,0.16,0.02,0.5263157894736842,0.18
0.10526315789473684,0.08,0.04,0.5263157894736842,0.12
0.10526315789473684,0.16,0.02,0.5263157894736842,0.18
0.10526315789473684,0.1,0.14,0.5263157894736842,0.24000000000000002
0.11578947368421053,0.24,0.02,0.5789473684210525,0.26
0.11578947368421053,0.06,0.14,0.5789473684210525,0.2
0.11578947368421053,0.14,0.04,0.5789473684210525,0.18000000000000002
0.11578947368421053,0.12,0.04,0.5789473684210525,0.16
0.11578947368421053,0.16,0.06,0.5789473684210525,0.22
0.11578947368421053,0.08,0.04,0.5789473684210525,0.12
0.11578947368421053,0.16,0.1,0.5789473684210525,0.26
0.11578947368421053,0.16,0.06,0.5789473684210525,0.22
0.11578947368421053,0.14,0.08,0.5789473684210525,0.22000000000000003
0.11578947368421053,0.16,0.06,0.5789473684210525,0.22
0.11578947368421053,0.12,0.04,0.5789473684210525,0.16
0.11578947368421053,0.2,0.08,0.5789473684210525,0.28
0.11578947368421053,0.04,0.08,0.5789473684210525,0.12
0.11578947368421053,0.08,0.08,0.5789473684210525,0.16
0.11578947368421053,0.12,0.04,0.5789473684210525,0.16
0.11578947368421053,0.12,0.08,0.5789473684210525,0.2
0.11578947368421053,0.14,0.04,0.5789473684210525,0.18000000000000002
0.11578947368421053,0.2,0.02,0.5789473684210525,0.22
0.11578947368421053,0.16,0.06,0.5789473684210525,0.22
0.11578947368421053,0.06,0.1,0.5789473684210525,0.16
0.12631578947368421,0.16,0.04,0.631578947368421,0.2
0.12631578947368421,0.1,0.16,0.631578947368421,0.26
0.12631578947368421,0.14,0.04,0.631578947368421,0.18000000000000002
0.12631578947368421,0.14,0.02,0.631578947368421,0.16
0.12631578947368421,0.12,0.1,0.631578947368421,0.22
0.12631578947368421,0.14,0.04,0.631578947368421,0.18000000000000002
0.12631578947368421,0.1,0.1,0.631578947368421,0.2
0.12631578947368421,0.08,0.08,0.631578947368421,0.16
0.12631578947368421,0.1,0.04,0.631578947368421,0.14
0.12631578947368421,0.1,0.08,0.631578947368421,0.18
0.12631578947368421,0.1,0.08,0.631578947368421,0.18
0.12631578947368421,0.12,0.06,0.631578947368421,0.18
0.12631578947368421,0.08,0.04,0.631578947368421,0.12
0.12631578947368421,0.12,0.08,0.631578947368421,0.2
0.12631578947368421,0.18,0.06,0.631578947368421,0.24
0.12631578947368421,0.16,0.12,0.631578947368421,0.28
0.12631578947368421,0.12,0.06,0.631578947368421,0.18
0.12631578947368421,0.18,0.02,0.631578947368421,0.19999999999999998
0.12631578947368421,0.16,0.02,0.631578947368421,0.18
0.12631578947368421,0.1,0.12,0.631578947368421,0.22
0.1368421052631579,0.24,0.04,0.6842105263157895,0.27999999999999997
0.1368421052631579,0.14,0.1,0.6842105263157895,0.24000000000000002
0.1368421052631579,0.14,0.04,0.6842105263157895,0.18000000000000002
0.1368421052631579,0.14,0.04,0.6842105263157895,0.18000000000000002
0.1368421052631579,0.12,0.06,0.6842105263157895,0.18
0.1368421052631579,0.1,0.02,0.6842105263157895,0.12000000000000001
0.1368421052631579,0.12,0.08,0.6842105263157895,0.2
0.1368421052631579,0.2,0.02,0.6842105263157895,0.22
0.1368421052631579,0.1,0.06,0.6842105263157895,0.16
0.1368421052631579,0.2,0.04,0.6842105263157895,0.24000000000000002
0.1368421052631579,0.14,0.02,0.6842105263157895,0.16
0.1368421052631579,0.08,0.06,0.6842105263157895,0.14
0.1368421052631579,0.06,0.12,0.6842105263157895,0.18
0.1368421052631579,0.22,0.08,0.6842105263157895,0.3
0.1368421052631579,0.16,0.04,0.6842105263157895,0.2
0.1368421052631579,0.2,0.08,0.6842105263157895,0.28
0.1368421052631579,0.18,0.02,0.6842105263157895,0.19999999999999998
0.1368421052631579,0.18,0.0,0.6842105263157895,0.18
0.1368421052631579,0.16,0.06,0.6842105263157895,0.22
0.1368421052631579,0.16,0.06,0.6842105263157895,0.22
0.14736842105263157,0.2,0.02,0.7368421052631577,0.22
0.14736842105263157,0.2,0.08,0.7368421052631577,0.28
0.14736842105263157,0.12,0.04,0.7368421052631577,0.16
0.14736842105263157,0.2,0.02,0.7368421052631577,0.22
0.14736842105263157,0.16,0.04,0.7368421052631577,0.2
0.14736842105263157,0.14,0.06,0.7368421052631577,0.2
0.14736842105263157,0.14,0.02,0.7368421052631577,0.16
0.14736842105263157,0.14,0.04,0.7368421052631577,0.18000000000000002
0.14736842105263157,0.18,0.06,0.7368421052631577,0.24
0.14736842105263157,0.18,0.02,0.7368421052631577,0.19999999999999998
0.14736842105263157,0.14,0.04,0.7368421052631577,0.18000000000000002
0.14736842105263157,0.24,0.06,0.7368421052631577,0.3
0.14736842105263157,0.18,0.04,0.7368421052631577,0.22
0.14736842105263157,0.22,0.02,0.7368421052631577,0.24
0.14736842105263157,0.22,0.06,0.7368421052631577,0.28
0.14736842105263157,0.2,0.04,0.7368421052631577,0.24000000000000002
0.14736842105263157,0.2,0.04,0.7368421052631577,0.24000000000000002
0.14736842105263157,0.2,0.0,0.7368421052631577,0.2
0.14736842105263157,0.16,0.02,0.7368421052631577,0.18
0.14736842105263157,0.08,0.06,0.7368421052631577,0.14
0.15789473684210525,0.2,0.02,0.7894736842105262,0.22
0.15789473684210525,0.12,0.08,0.7894736842105262,0.2
0.15789473684210525,0.08,0.04,0.7894736842105262,0.12
0.15789473684210525,0.18,0.02,0.7894736842105262,0.19999999999999998
0.15789473684210525,0.12,0.02,0.7894736842105262,0.13999999999999999
0.15789473684210525,0.12,0.02,0.7894736842105262,0.13999999999999999
0.15789473684210525,0.2,0.04,0.7894736842105262,0.24000000000000002
0.15789473684210525,0.22,0.04,0.7894736842105262,0.26
0.15789473684210525,0.06,0.02,0.7894736842105262,0.08
0.15789473684210525,0.2,0.02,0.7894736842105262,0.22
0.15789473684210525,0.14,0.02,0.7894736842105262,0.16
0.15789473684210525,0.24,0.02,0.7894736842105262,0.26
0.15789473684210525,0.14,0.02,0.7894736842105262,0.16
0.15789473684210525,0.14,0.02,0.7894736842105262,0.16
0.15789473684210525,0.2,0.04,0.7894736842105262,0.24000000000000002
0.15789473684210525,0.2,0.04,0.7894736842105262,0.24000000000000002
0.15789473684210525,0.18,0.0,0.7894736842105262,0.18
0.15789473684210525,0.16,0.02,0.7894736842105262,0.18
0.15789473684210525,0.2,0.02,0.7894736842105262,0.22
0.15789473684210525,0.06,0.12,0.7894736842105262,0.18
0.16842105263157894,0.18,0.02,0.8421052631578947,0.19999999999999998
0.16842105263157894,0.14,0.1,0.8421052631578947,0.24000000000000002
0.16842105263157894,0.12,0.02,0.8421052631578947,0.13999999999999999
0.16842105263157894,0.2,0.02,0.8421052631578947,0.22
0.16842105263157894,0.18,0.04,0.8421052631578947,0.22
0.16842105263157894,0.22,0.04,0.8421052631578947,0.26
0.16842105263157894,0.24,0.02,0.8421052631578947,0.26
0.16842105263157894,0.16,0.02,0.8421052631578947,0.18
0.16842105263157894,0.14,0.02,0.8421052631578947,0.16
0.16842105263157894,0.18,0.0,0.8421052631578947,0.18
0.16842105263157894,0.12,0.02,0.8421052631578947,0.13999999999999999
0.16842105263157894,0.24,0.04,0.8421052631578947,0.27999999999999997
0.16842105263157894,0.16,0.04,0.8421052631578947,0.2
0.16842105263157894,0.22,0.02,0.8421052631578947,0.24
0.16842105263157894,0.2,0.02,0.8421052631578947,0.22
0.16842105263157894,0.22,0.06,0.8421052631578947,0.28
0.16842105263157894,0.16,0.02,0.8421052631578947,0.18
0.16842105263157894,0.2,0.0,0.8421052631578947,0.2
0.16842105263157894,0.22,0.0,0.8421052631578947,0.22
0.16842105263157894,0.24,0.04,0.8421052631578947,0.27999999999999997
0.17894736842105263,0.2,0.02,0.8947368421052632,0.22
0.17894736842105263,0.16,0.1,0.8947368421052632,0.26
0.17894736842105263,0.14,0.0,0.8947368421052632,0.14
0.17894736842105263,0.22,0.0,0.8947368421052632,0.22
0.17894736842105263,0.26,0.02,0.8947368421052632,0.28
0.17894736842105263,0.16,0.0,0.8947368421052632,0.16
0.17894736842105263,0.2,0.02,0.8947368421052632,0.22
0.17894736842105263,0.22,0.0,0.8947368421052632,0.22
0.17894736842105263,0.24,0.02,0.8947368421052632,0.26
0.17894736842105263,0.18,0.02,0.8947368421052632,0.19999999999999998
0.17894736842105263,0.12,0.04,0.8947368421052632,0.16
0.17894736842105263,0.28,0.02,0.8947368421052632,0.30000000000000004
0.17894736842105263,0.18,0.02,0.8947368421052632,0.19999999999999998
0.17894736842105263,0.16,0.02,0.8947368421052632,0.18
0.17894736842105263,0.26,0.04,0.8947368421052632,0.3
0.17894736842105263,0.26,0.04,0.8947368421052632,0.3
0.17894736842105263,0.18,0.0,0.8947368421052632,0.18
0.17894736842105263,0.18,0.0,0.8947368421052632,0.18
0.17894736842105263,0.22,0.02,0.8947368421052632,0.24
0.17894736842105263,0.18,0.06,0.8947368421052632,0.24
0.18947368421052632,0.18,0.0,0.9473684210526315,0.18
0.18947368421052632,0.2,0.04,0.9473684210526315,0.24000000000000002
0.18947368421052632,0.16,0.0,0.9473684210526315,0.16
0.18947368421052632,0.22,0.02,0.9473684210526315,0.24
0.18947368421052632,0.16,0.02,0.9473684210526315,0.18
0.18947368421052632,0.14,0.0,0.9473684210526315,0.14
0.18947368421052632,0.3,0.0,0.9473684210526315,0.3
0.18947368421052632,0.2,0.0,0.9473684210526315,0.2
0.18947368421052632,0.26,0.02,0.9473684210526315,0.28
0.18947368421052632,0.26,0.0,0.9473684210526315,0.26
0.18947368421052632,0.16,0.0,0.9473684210526315,0.16
0.18947368421052632,0.32,0.0,0.9473684210526315,0.32
0.18947368421052632,0.14,0.0,0.9473684210526315,0.14
0.18947368421052632,0.24,0.0,0.9473684210526315,0.24
0.18947368421052632,0.24,0.02,0.9473684210526315,0.26
0.18947368421052632,0.24,0.02,0.9473684210526315,0.26
0.18947368421052632,0.18,0.0,0.9473684210526315,0.18
0.18947368421052632,0.16,0.02,0.9473684210526315,0.18
0.18947368421052632,0.2,0.0,0.9473684210526315,0.2
0.18947368421052632,0.26,0.0,0.9473684210526315,0.26
0.2,0.2,0.0,1.0,0.2
0.2,0.28,0.0,1.0,0.28
0.2,0.16,0.0,1.0,0.16
0.2,0.16,0.0,1.0,0.16
0.2,0.26,0.0,1.0,0.26
0.2,0.2,0.0,1.0,0.2
0.2,0.26,0.0,1.0,0.26
0.2,0.22,0.0,1.0,0.22
0.2,0.28,0.0,1.0,0.28
0.2,0.2,0.0,1.0,0.2
0.2,0.2,0.0,1.0,0.2
0.2,0.24,0.0,1.0,0.24
0.2,0.16,0.0,1.0,0.16
0.2,0.22,0.0,1.0,0.22
0.2,0.24,0.0,1.0,0.24
0.2,0.2,0.0,1.0,0.2
0.2,0.26,0.0,1.0,0.26
0.2,0.12,0.0,1.0,0.12
0.2,0.2,0.0,1.0,0.2
0.2,0.26,0.0,1.0,0.26
